FID,ap_lp,apn,number_of_,objectid,shape_area,shape_leng,situs_city,situs_hous,situs_ho_2,situs_stat,situs_stre,situs_st_2,situs_st_3,situs_unit,situs_zip_,tax_rate_a
149430,LP,15829087,1.000000000000000,60824.000000000000000,745.327382257285763,115.669646651579541,MOUNTAIN VIEW,365,,CA,,VELARDE,ST,,94041-2243,5000.000000000000000
149461,LP,23023019,1.000000000000000,243876.000000000000000,556.141043471616513,100.178106297490856,SAN JOSE,1068,,CA,,WACO,ST,,95110-1115,17108.000000000000000
149473,LP,21664032,1.000000000000000,438893.000000000000000,117.964089143853599,53.631867518008498,SANTA CLARA,3390,,CA,,EICHERS,PL,105,95051,7079.000000000000000
149513,AP,43443012,1.000000000000000,484745.000000000000000,130.910331823900492,56.950745626507825,SAN JOSE,553,,CA,,SHADOW DANCE,DR,,95110-3570,17193.000000000000000
149520,LP,14813009,1.000000000000000,427769.000000000000000,189.821357252333172,63.817620002951578,MOUNTAIN VIEW,170,,CA,,MONTELENA,CT,,94040,5009.000000000000000
149546,LP,25945095,1.000000000000000,186402.000000000000000,3391.124346945694924,341.435077160642265,SAN JOSE,124,,CA,,DELMAS,AV,,95110-2534,17193.000000000000000
149551,AP,43434041,1.000000000000000,484537.000000000000000,150.083228877172388,52.785397552063635,SAN JOSE,1447,,CA,,ALMA,LP,,95125,17108.000000000000000
149591,AP,14819149,1.000000000000000,462039.000000000000000,81.448758948625340,36.108150210841877,MOUNTAIN VIEW,2255,,CA,,SHOWERS,DR,397,94040,5009.000000000000000
149592,LP,43404084,1.000000000000000,445518.000000000000000,1593.808641261723551,177.927949909927719,SAN JOSE,450,,CA,,WILLOW,ST,,95110-3228,17108.000000000000000
149607,AP,12071035,1.000000000000000,479649.000000000000000,187.196598446463526,56.893657488156592,PALO ALTO,800,,CA,,HIGH,ST,305,94301,6001.000000000000000
149623,LP,49712019,1.000000000000000,217582.000000000000000,717.888326925686101,113.324282477186870,SAN JOSE,3188,,CA,,DURANT,AV,,95111-2217,17031.000000000000000
149645,LP,45598034,1.000000000000000,440959.000000000000000,122.912254512924846,47.468929988122341,SAN JOSE,143,,CA,,AGUSTIN NARVAEZ,ST,4,95136,17030.000000000000000
149652,LP,12003085,2.000000000000000,172384.000000000000000,1180.493942603347932,140.282301905065566,PALO ALTO,533,,CA,,COWPER,ST,,94301-1802,6001.000000000000000
149665,LP,20445037,1.000000000000000,20208.000000000000000,1027.416649969744867,145.309055393397074,SUNNYVALE,278,,CA,N,BAYVIEW,AV,,94086-5102,9002.000000000000000
149678,LP,20445038,1.000000000000000,83530.000000000000000,1030.041691244331560,145.330714736270608,SUNNYVALE,280,,CA,N,BAYVIEW,AV,,94086-5102,9002.000000000000000
149679,LP,12420041,1.000000000000000,132994.000000000000000,822.935534873095435,117.122836570239670,PALO ALTO,195,,CA,N,CALIFORNIA,AV,,94301-3912,6001.000000000000000
149691,LP,49707009,1.000000000000000,4460.000000000000000,2136.127587373436654,188.490397754558273,SAN JOSE,10070,,CA,,SYLVANDALE,AV,,95111-3349,17031.000000000000000
149703,LP,13701103,1.000000000000000,178177.000000000000000,1272.787486031882963,145.952546316463724,PALO ALTO,615,,CA,,COLLEGE,AV,,94306-1408,6001.000000000000000
149741,AP,49755013,1.000000000000000,486187.000000000000000,725.219754993121342,117.044224538801501,SAN JOSE,365,,CA,,KENBROOK,CL,,95111-3288,17031.000000000000000
149815,LP,72605049,1.000000000000000,35140.000000000000000,224.810931152393579,79.457388021975930,MORGAN HILL,396,,CA,,CREEKVIEW,DR,,95037-4625,4002.000000000000000
149828,LP,26110021,2.000000000000000,40307.000000000000000,1412.808903783804908,192.273017194995759,SAN JOSE,888,,CA,,ASBURY,ST,,95126-1803,17108.000000000000000
149873,AP,43437006,1.000000000000000,484646.000000000000000,130.375818287172279,55.444149239212805,SAN JOSE,362,,CA,,SHADOW RUN,DR,,95110-3557,17193.000000000000000
149881,LP,43431047,1.000000000000000,136445.000000000000000,884.953007494625581,123.003744052288553,SAN JOSE,1543,,CA,,HERVEY,LN,,95125-1849,17108.000000000000000
149973,AP,21350095,1.000000000000000,461372.000000000000000,120.369913422311285,49.073748729801451,SUNNYVALE,1105,,CA,,REED,AV,C,94086-6873,9022.000000000000000
149991,AP,12437096,1.000000000000000,480500.000000000000000,245.541888705583375,75.716569503672730,PALO ALTO,2559,,CA,,PARK,BL,M201,94306-1918,6001.000000000000000
150063,LP,79904004,1.000000000000000,214361.000000000000000,1701.408117609424608,172.396953970980604,GILROY,7671,,CA,,MONTEREY,RD,,95020,2000.000000000000000
150068,LP,21625004,0.000000000000000,264596.000000000000000,54968.495534021916683,944.171578799151121,,,,,,,,,,7014.000000000000000
150074,LP,15328054,0.000000000000000,429448.000000000000000,2253.705190355509785,418.561993167335515,,,,,,,,,,5000.000000000000000
150104,AP,15337102,1.000000000000000,465582.000000000000000,218.923043851812110,74.595854062962644,MOUNTAIN VIEW,928,,CA,,WRIGHT,AV,408,94043-4658,5010.000000000000000
150118,LP,14823004,1.000000000000000,111787.000000000000000,129.958133562276487,53.691657716467155,MOUNTAIN VIEW,157,,CA,,PACCHETTI,WY,,94040,5009.000000000000000
150166,LP,15811012,1.000000000000000,96176.000000000000000,3270.499249337155106,353.598895040496814,MOUNTAIN VIEW,,,CA,S,SHORELINE,BL,,94041-1254,5000.000000000000000
150199,LP,12014083,1.000000000000000,230134.000000000000000,334.856198986920447,81.165846348134551,PALO ALTO,313,,CA,,WAVERLEY,ST,,94301-1445,6001.000000000000000
150203,LP,72611026,1.000000000000000,403670.000000000000000,1016.110338311047599,131.965402975089148,MORGAN HILL,470,,CA,,CORTE CABANIL,,,95037-3723,4003.000000000000000
150242,LP,21660010,1.000000000000000,431923.000000000000000,293.769105912830753,68.660333589897334,SANTA CLARA,3501,,CA,,TOOMEY,PL,,95051,7079.000000000000000
150249,LP,14812001,1.000000000000000,168675.000000000000000,727.748916170929419,105.247857019297257,MOUNTAIN VIEW,260,,CA,,DEL MEDIO,AV,,94040-1013,5009.000000000000000
150261,LP,12432039,3.000000000000000,56591.000000000000000,922.613921151249770,134.421142429551992,PALO ALTO,408,,CA,N,CALIFORNIA,AV,,94301,6052.000000000000000
150280,LP,13225032,4.000000000000000,199479.000000000000000,1208.802345229724551,151.009910948968724,PALO ALTO,2681,,CA,,ALMA,ST,,94306-2302,6001.000000000000000
150282,LP,72622012,1.000000000000000,351149.000000000000000,430.614612633422325,97.972064148547972,MORGAN HILL,428,,CA,,CALLE CERRO,,,95037,4002.000000000000000
150305,LP,49722043,1.000000000000000,73371.000000000000000,8383.681961337524626,370.394129674023247,SAN JOSE,3030,,CA,,MONTEREY,RD,,95111-3205,17038.000000000000000
150306,LP,21309010,1.000000000000000,321386.000000000000000,1026.793235193647888,127.492214678075356,SUNNYVALE,1097,,CA,,CLEMATIS,DR,,94086-8344,9023.000000000000000
150307,LP,21662031,1.000000000000000,419672.000000000000000,113.113411384416409,52.440934571388773,SANTA CLARA,2910,,CA,,SANOR,PL,111,95051,7079.000000000000000
150324,LP,26110019,1.000000000000000,170734.000000000000000,706.366244256295431,112.019891267681800,SAN JOSE,883,,CA,,ASBURY,ST,,95126-1804,17108.000000000000000
150325,LP,26132064,1.000000000000000,129890.000000000000000,726.962556720922635,116.348587288915837,SAN JOSE,65,,CA,,SUNOL,ST,,95126-3148,17108.000000000000000
150332,LP,12409018,1.000000000000000,209028.000000000000000,2229.770110275829666,226.903358141888276,PALO ALTO,1951,,CA,,WAVERLEY,ST,,94301-3848,6001.000000000000000
150371,LP,26158002,1.000000000000000,31384.000000000000000,210.929199582100352,63.515278103514532,SAN JOSE,861,,CA,,GEORGETOWN,PL,,95126,17193.000000000000000
150468,LP,84153033,1.000000000000000,44357.000000000000000,616.660877240038644,107.805980476687978,GILROY,412,,CA,,HADLEY,CT,,95020-5839,2000.000000000000000
150469,LP,15813036,1.000000000000000,171624.000000000000000,145.798094759024963,66.392382933491731,MOUNTAIN VIEW,210,,CA,,CASTRO,ST,,94041-1204,5097.000000000000000
150475,LP,21665069,1.000000000000000,404841.000000000000000,84.534278477924602,46.994125455735642,SANTA CLARA,2948,,CA,,LAMORY,PL,,95051,7079.000000000000000
150505,AP,12062006,1.000000000000000,479918.000000000000000,288.590140134361377,88.923655079145234,PALO ALTO,365,,CA,,FOREST,AV,2C,94301-2566,6001.000000000000000
150512,LP,14726007,1.000000000000000,365068.000000000000000,1235.647170243080609,156.184747496516366,PALO ALTO,202,,CA,,PARKSIDE,DR,,94306-4530,6012.000000000000000
150529,LP,14733042,1.000000000000000,46178.000000000000000,1378.467721848462361,164.919328121613944,MOUNTAIN VIEW,2475,,CA,,TAMALPAIS,ST,,94043-4129,5010.000000000000000
150541,LP,15813013,2.000000000000000,66564.000000000000000,2291.984509648225867,195.601950076628754,MOUNTAIN VIEW,1012,,CA,W,DANA,ST,,94041-1223,5000.000000000000000
150548,AP,43440013,1.000000000000000,483131.000000000000000,947.126009981945685,222.634904300598009,SAN JOSE,298,,CA,,SHADOW RUN,DR,,95110-3555,17193.000000000000000
150597,LP,49714054,1.000000000000000,25944.000000000000000,873.659458219578710,129.287204091307018,SAN JOSE,3175,,CA,,DURANT,AV,,95111-2218,17031.000000000000000
150607,AP,26162028,1.000000000000000,473928.000000000000000,2897.574758970828498,264.708416381611585,SAN JOSE,88,,CA,,BUSH,ST,2187,95126,17108.000000000000000
150662,AP,69241028,1.000000000000000,493234.000000000000000,185.832324717929055,66.876607209626357,SAN JOSE,5372,,CA,,MAKATI,CL,,95123,17063.000000000000000
150717,LP,26440116,2.000000000000000,442557.000000000000000,832.009422761527730,136.094799518104452,SAN JOSE,966,A,CA,,MCLELLAN,AV,,95110-3021,17193.000000000000000
150718,LP,72627146,1.000000000000000,252087.000000000000000,594.437058989200978,108.086357797776543,MORGAN HILL,17825,,CA,,CALLE HERMOSA,,,95037,4101.000000000000000
150739,LP,21374055,0.000000000000000,459355.000000000000000,582.569671697105605,100.297656373656281,,,,,,,,,,9023.000000000000000
150795,LP,23005049,1.000000000000000,57784.000000000000000,3849.734471015607141,393.082771563071788,SANTA CLARA,1240,,CA,,COLEMAN,AV,,95050-4338,7000.000000000000000
150796,AP,49755095,1.000000000000000,485949.000000000000000,766.092175418148486,116.350884723707949,SAN JOSE,26,,CA,,KENBROOK,CL,,95111-3220,17038.000000000000000
150876,LP,12027085,1.000000000000000,223888.000000000000000,830.531682284262615,124.909442739894985,PALO ALTO,745,,CA,,EMERSON,ST,,94301-2411,6001.000000000000000
150969,LP,12428018,1.000000000000000,19394.000000000000000,732.399681491932256,130.420923373674839,PALO ALTO,277,,CA,,COLLEGE,AV,,94306-1509,6001.000000000000000
150999,LP,20449046,1.000000000000000,44750.000000000000000,965.071374747721393,138.832239674086395,SUNNYVALE,158,,CA,N,FRANCES,ST,,94086-5054,9002.000000000000000
151033,AP,26163096,1.000000000000000,474034.000000000000000,10459.687313404856468,423.014836257242450,SAN JOSE,88,,CA,,BUSH,ST,3122,95126,17108.000000000000000
151053,LP,,0.000000000000000,155905.000000000000000,21987.689005779167928,2146.832522903741392,,,,,,,,,,0.000000000000000
151061,LP,21662037,1.000000000000000,380990.000000000000000,113.522028583014261,52.530198433661326,SANTA CLARA,2910,,CA,,SANOR,PL,105,95051,7079.000000000000000
151063,LP,14716005,1.000000000000000,94490.000000000000000,810.959053200789413,121.734940999613400,MOUNTAIN VIEW,2508,,CA,,MARDELL,WY,,94043-2716,5010.000000000000000
151072,LP,21350084,1.000000000000000,269413.000000000000000,132.155631993161251,49.917477808086709,SUNNYVALE,1135,,CA,,REED,AV,D,94086-6832,9022.000000000000000
151074,LP,26132006,1.000000000000000,96676.000000000000000,721.045586895656697,119.356949541028825,SAN JOSE,60,,CA,S,MORRISON,AV,,95126-3117,17108.000000000000000
151078,LP,14825026,1.000000000000000,22950.000000000000000,194.699673547127645,70.076387518120825,MOUNTAIN VIEW,108,,CA,,ALLEY,WY,,94040,5009.000000000000000
151116,LP,21365037,1.000000000000000,433671.000000000000000,164.197265198451419,52.999881088691041,SUNNYVALE,1046,,CA,,BARBERRY,TR,,94086,9002.000000000000000
151156,LP,14824003,1.000000000000000,393782.000000000000000,134.937602296112686,55.492569230582788,MOUNTAIN VIEW,110,,CA,,SONDGROTH,WY,,94040,5009.000000000000000
151174,LP,20450011,1.000000000000000,44088.000000000000000,457.281717509801297,100.874987406206614,SUNNYVALE,105,,CA,N,TAAFFE,ST,,94086-4920,9002.000000000000000
151178,LP,20449032,2.000000000000000,86392.000000000000000,938.889107367363295,136.101878170104584,SUNNYVALE,153,,CA,N,MURPHY,AV,,94086-5061,9002.000000000000000
151182,LP,67834017,1.000000000000000,56685.000000000000000,834.058524202707872,120.499903924620739,SAN JOSE,67,,CA,,GRANDWELL,WY,,95138-1620,17064.000000000000000
151199,LP,16514004,1.000000000000000,326681.000000000000000,919.753402502214612,136.561484100094077,SUNNYVALE,174,,CA,,FLORENCE,ST,,94086-6003,9002.000000000000000
151239,LP,26476056,1.000000000000000,408444.000000000000000,175.093020103936539,65.283532292250356,SAN JOSE,315,,CA,,BAUTISTA,PL,,95126,17193.000000000000000
151240,LP,13225056,1.000000000000000,33953.000000000000000,893.334641793666378,137.956078436943784,PALO ALTO,2690,,CA,,EMERSON,ST,,94306-2310,6001.000000000000000
151379,LP,15822002,2.000000000000000,197654.000000000000000,529.022903895539343,129.241141409709741,MOUNTAIN VIEW,275,,CA,,CASTRO,ST,,94041-1203,5097.000000000000000
151382,AP,14819031,1.000000000000000,462159.000000000000000,146.042528354691996,48.393749985883979,MOUNTAIN VIEW,2255,,CA,,SHOWERS,DR,114,94040,5009.000000000000000
151383,LP,72616025,1.000000000000000,340770.000000000000000,1025.102965543607752,130.108789471126357,MORGAN HILL,17450,,CA,,CALLE MAZATAN,,,95037-3775,4002.000000000000000
151416,LP,13214029,1.000000000000000,109694.000000000000000,1116.937059445379873,146.355412156429907,PALO ALTO,2856,,CA,,SOUTH,CT,,94306-2454,6001.000000000000000
151442,LP,79909042,3.000000000000000,73843.000000000000000,1021.598289626942233,145.053938742141440,GILROY,7224,,CA,,CHURCH,ST,,95020-6113,2000.000000000000000
151467,AP,14819124,1.000000000000000,461634.000000000000000,109.635819203004459,42.844322484784733,MOUNTAIN VIEW,2255,,CA,,SHOWERS,DR,342,94040,5009.000000000000000
151468,LP,26440074,1.000000000000000,85773.000000000000000,847.555750942541181,138.654085145417127,SAN JOSE,974,,CA,,MC LELLAN,AV,,95110-3021,17193.000000000000000
151487,AP,26161003,1.000000000000000,473575.000000000000000,142.067854523540859,54.472788739467383,SAN JOSE,925,,CA,,THE ALAMEDA,,103,95126-3137,17108.000000000000000
151499,LP,43408024,1.000000000000000,153689.000000000000000,578.510974600989243,106.973004830977445,SAN JOSE,1106,,CA,,ALMADEN,AV,,95110-3332,17193.000000000000000
151515,AP,43440038,1.000000000000000,484451.000000000000000,137.679734631308833,57.062432079016325,SAN JOSE,248,,CA,,SHADOW RUN,DR,,95110-3554,17193.000000000000000
151526,LP,21655042,1.000000000000000,365193.000000000000000,279.648750831134294,67.030026073907052,SUNNYVALE,1298,,CA,,KIFER,RD,502,94086,9002.000000000000000
151539,AP,15337140,1.000000000000000,464882.000000000000000,221.469637020638402,74.705515429667244,MOUNTAIN VIEW,928,,CA,,WRIGHT,AV,1102,94043-4660,5010.000000000000000
151544,AP,13251022,1.000000000000000,480140.000000000000000,231.360604793769795,66.473059662676235,PALO ALTO,425,,CA,,GRANT,AV,34,94306-1815,6001.000000000000000
151575,LP,13218073,1.000000000000000,401889.000000000000000,1191.144884329719389,149.474327758725394,PALO ALTO,2587,,CA,,EMERSON,ST,,94301-4223,6001.000000000000000
151612,LP,13237058,1.000000000000000,331755.000000000000000,116.916411679951125,45.331112957135282,PALO ALTO,400,,CA,,PEPPER,AV,,94306-2236,6001.000000000000000
151624,LP,14831004,1.000000000000000,27173.000000000000000,1158.737844591464864,146.712638460789037,MOUNTAIN VIEW,2356,,CA,,GABRIEL,AV,,94040-1416,5009.000000000000000
151627,LP,26132030,1.000000000000000,153726.000000000000000,688.693453328343139,113.246844764451524,SAN JOSE,53,,CA,,CLEAVES,AV,,95126-3111,17108.000000000000000
151659,LP,72627033,1.000000000000000,336147.000000000000000,545.707919294347903,102.567655865809655,MORGAN HILL,17712,,CA,,CALLE CENTRAL,,,95037,4101.000000000000000
151727,AP,43443007,1.000000000000000,484693.000000000000000,134.813419219347651,57.179148514881064,SAN JOSE,547,,CA,,SHADOW DANCE,DR,,95110-3570,17193.000000000000000
151747,LP,16515028,1.000000000000000,100506.000000000000000,853.086600367193455,127.181067494238619,SUNNYVALE,139,,CA,,WAVERLY,ST,,94086-6022,9002.000000000000000
151790,LP,26136035,1.000000000000000,111290.000000000000000,938.336060973576650,136.077752618535925,SAN JOSE,171,,CA,,SUNOL,ST,,95126-3065,17108.000000000000000
151815,LP,82502077,2.000000000000000,243470.000000000000000,3256.072055463964261,233.241419191117160,SAN MARTIN,13320,,CA,,DEPOT,AV,,95046,87076.000000000000000
151857,LP,13237035,1.000000000000000,70552.000000000000000,882.877507989589958,130.304203477788803,PALO ALTO,461,,CA,,PEPPER,AV,,94306-2237,6001.000000000000000
151886,LP,14733045,1.000000000000000,143159.000000000000000,865.854816137961734,125.826996209177679,MOUNTAIN VIEW,2463,,CA,,TAMALPAIS,ST,,94043-4129,5010.000000000000000
151952,LP,14735047,1.000000000000000,138775.000000000000000,901.779131741572201,124.398979281440404,MOUNTAIN VIEW,2356,,CA,,ADELE,AV,,94043-4203,5010.000000000000000
151955,LP,43413031,1.000000000000000,364546.000000000000000,631.859890293526860,106.875281810096808,SAN JOSE,1135,,CA,,LICK,AV,,95110-3207,17193.000000000000000
151968,LP,43427053,1.000000000000000,236021.000000000000000,930.582286371128703,130.367499857986672,SAN JOSE,1656,,CA,,MACKEY,AV,,95125-1248,17108.000000000000000
151972,AP,43434040,1.000000000000000,484536.000000000000000,158.930285285888999,55.776028658164748,SAN JOSE,1441,,CA,,ALMA,LP,,95125,17108.000000000000000
152073,LP,20442014,1.000000000000000,15158.000000000000000,910.395135927930255,125.619033852506604,SUNNYVALE,325,,CA,,SCHROEDER,ST,,94085-4334,9002.000000000000000
152076,LP,22019031,1.000000000000000,301558.000000000000000,972.967809330674299,130.656445409402892,SANTA CLARA,3479,,CA,,ST MARYS,PL,,95051-1527,7014.000000000000000
152080,LP,14720051,1.000000000000000,181097.000000000000000,1184.912332618601795,140.992500090969685,PALO ALTO,331,,CA,,SHASTA,DR,,94306-4542,6012.000000000000000
152093,LP,25948037,1.000000000000000,322116.000000000000000,910.419306633975680,145.226696560633883,SAN JOSE,487,,CA,,PARK,AV,,95110-2616,17193.000000000000000
